,광역시도,시도,구분,인구수,20 - 24세,25 - 29세,30 - 34세,35 - 39세,65 - 69세,70 - 74세,75 - 79세,80 - 84세,85 - 89세,90 - 94세,95 - 99세,100+,20-39세,65세이상
576,,덕진구,합계,289899.0,21823.0,17293.0,18584,22176.0,12149.0,9287.0,7320,4605.0,2017.0,641.0,145,67.0,79876.0,36231.0
577,,,남자,144270.0,11586.0,9040.0,9352,11055.0,5723.0,4244.0,3097,1709.0,600.0,143.0,14,12.0,41033.0,15542.0
578,,,여자,145629.0,10237.0,8253.0,9232,11121.0,6426.0,5043.0,4223,2896.0,1417.0,498.0,131,55.0,38843.0,20689.0
579,,군산시,합계,277551.0,17181.0,13706.0,17312,21318.0,14178.0,10899.0,8332,5535.0,2723.0,831.0,215,97.0,69517.0,42810.0
580,,,남자,140793.0,9275.0,7454.0,9170,11289.0,6869.0,4970.0,3401,1927.0,669.0,179.0,48,30.0,37188.0,18093.0
581,,,여자,136758.0,7906.0,6252.0,8142,10029.0,7309.0,5929.0,4931,3608.0,2054.0,652.0,167,67.0,32329.0,24717.0
582,,익산시,합계,300479.0,22316.0,16268.0,16653,19731.0,14915.0,11683.0,10019,7078.0,3425.0,1101.0,212,98.0,74968.0,48531.0
583,,,남자,149740.0,11989.0,8782.0,8783,10134.0,7244.0,5190.0,3866,2439.0,898.0,258.0,39,18.0,39688.0,19952.0
584,,,여자,150739.0,10327.0,7486.0,7870,9597.0,7671.0,6493.0,6153,4639.0,2527.0,843.0,173,80.0,35280.0,28579.0
585,,정읍시,합계,115173.0,6973.0,4743.0,4908,6373.0,7350.0,6720.0,6349,4770.0,2162.0,599.0,196,82.0,22997.0,28228.0
586,,,남자,57008.0,3790.0,2633.0,2643,3317.0,3533.0,2817.0,2474,1592.0,571.0,136.0,32,16.0,12383.0,11171.0
587,,,여자,58165.0,3183.0,2110.0,2265,3056.0,3817.0,3903.0,3875,3178.0,1591.0,463.0,164,66.0,10614.0,17057.0
588,,남원시,합계,84188.0,4845.0,3310.0,3461,4394.0,5455.0,4739.0,4755,3463.0,1608.0,531.0,131,29.0,16010.0,20711.0
589,,,남자,41341.0,2680.0,1764.0,1822,2193.0,2560.0,1931.0,1862,1164.0,477.0,135.0,21,6.0,8459.0,8156.0
590,,,여자,42847.0,2165.0,1546.0,1639,2201.0,2895.0,2808.0,2893,2299.0,1131.0,396.0,110,23.0,7551.0,12555.0
591,,김제시,합계,87782.0,4707.0,3503.0,3762,4519.0,6454.0,5655.0,5584,4268.0,2050.0,630.0,142,67.0,16491.0,24850.0
592,,,남자,43527.0,2539.0,1911.0,2054,2494.0,3073.0,2462.0,2150,1365.0,579.0,154.0,31,8.0,8998.0,9822.0
593,,,여자,44255.0,2168.0,1592.0,1708,2025.0,3381.0,3193.0,3434,2903.0,1471.0,476.0,111,59.0,7493.0,15028.0
594,,완주군,합계,95480.0,5377.0,4387.0,5730,6986.0,5337.0,4474.0,4132,2927.0,1377.0,437.0,99,30.0,22480.0,18813.0
595,,,남자,48950.0,2889.0,2328.0,2942,3761.0,2695.0,1987.0,1623,1016.0,379.0,85.0,22,6.0,11920.0,7813.0
596,,,여자,46530.0,2488.0,2059.0,2788,3225.0,2642.0,2487.0,2509,1911.0,998.0,352.0,77,24.0,10560.0,11000.0
597,,진안군,합계,26069.0,1196.0,896.0,977,1169.0,1999.0,1881.0,1897,1466.0,606.0,215.0,44,25.0,4238.0,8133.0
598,,,남자,13037.0,647.0,489.0,478,626.0,977.0,851.0,733,502.0,163.0,56.0,11,9.0,2240.0,3302.0
599,,,여자,13032.0,549.0,407.0,499,543.0,1022.0,1030.0,1164,964.0,443.0,159.0,33,16.0,1998.0,4831.0
600,,무주군,합계,24949.0,1179.0,900.0,907,1231.0,1724.0,1752.0,1895,1301.0,592.0,206.0,45,12.0,4217.0,7527.0
601,,,남자,12371.0,648.0,519.0,492,652.0,797.0,701.0,769,449.0,161.0,57.0,5,4.0,2311.0,2943.0
602,,,여자,12578.0,531.0,381.0,415,579.0,927.0,1051.0,1126,852.0,431.0,149.0,40,8.0,1906.0,4584.0
603,,장수군,합계,23628.0,1152.0,889.0,925,1211.0,1751.0,1518.0,1722,1217.0,528.0,176.0,46,16.0,4177.0,6974.0
604,,,남자,11681.0,648.0,467.0,489,671.0,872.0,635.0,636,409.0,159.0,42.0,7,4.0,2275.0,2764.0
605,,,여자,11947.0,504.0,422.0,436,540.0,879.0,883.0,1086,808.0,369.0,134.0,39,12.0,1902.0,4210.0
606,,임실군,합계,30197.0,1585.0,1337.0,1233,1403.0,2278.0,2136.0,2357,1655.0,825.0,233.0,51,17.0,5558.0,9552.0
607,,,남자,15387.0,914.0,779.0,676,835.0,1090.0,896.0,896,584.0,251.0,56.0,9,4.0,3204.0,3786.0
608,,,여자,14810.0,671.0,558.0,557,568.0,1188.0,1240.0,1461,1071.0,574.0,177.0,42,13.0,2354.0,5766.0
609,,순창군,합계,29949.0,1445.0,1095.0,1202,1516.0,2094.0,2160.0,2350,1547.0,703.0,252.0,65,22.0,5258.0,9193.0
610,,,남자,14427.0,777.0,537.0,585,782.0,966.0,823.0,873,541.0,212.0,63.0,15,1.0,2681.0,3494.0
611,,,여자,15522.0,668.0,558.0,617,734.0,1128.0,1337.0,1477,1006.0,491.0,189.0,50,21.0,2577.0,5699.0
612,,고창군,합계,60597.0,3406.0,2451.0,2401,2759.0,4448.0,4307.0,4305,2885.0,1349.0,423.0,101,39.0,11017.0,17857.0
613,,,남자,29927.0,1888.0,1338.0,1345,1520.0,2146.0,1823.0,1596,940.0,347.0,86.0,13,3.0,6091.0,6954.0
614,,,여자,30670.0,1518.0,1113.0,1056,1239.0,2302.0,2484.0,2709,1945.0,1002.0,337.0,88,36.0,4926.0,10903.0
615,,부안군,합계,57005.0,3060.0,2273.0,2317,2761.0,4365.0,3960.0,3706,2735.0,1237.0,344.0,87,35.0,10411.0,16469.0
616,,,남자,28268.0,1701.0,1285.0,1225,1521.0,2070.0,1682.0,1410,888.0,307.0,81.0,17,6.0,5732.0,6461.0
617,,,여자,28737.0,1359.0,988.0,1092,1240.0,2295.0,2278.0,2296,1847.0,930.0,263.0,70,29.0,4679.0,10008.0
619,,,남자,951889.0,64507.0,47355.0,52819,62615.0,53151.0,41495.0,35701,18897.0,7217.0,1857.0,332,97.0,227296.0,158747.0
620,,,여자,952025.0,53873.0,40688.0,47702,56356.0,56300.0,54725.0,58069,40055.0,21201.0,7354.0,1803,662.0,198619.0,240169.0
621,,목포시,합계,237739.0,16225.0,11815.0,15032,18756.0,10921.0,8746.0,6673,3631.0,1716.0,566.0,114,78.0,61828.0,32445.0
622,,,남자,118474.0,8644.0,6142.0,7813,9686.0,5155.0,3899.0,2631,1152.0,441.0,123.0,27,11.0,32285.0,13439.0
623,,,여자,119265.0,7581.0,5673.0,7219,9070.0,5766.0,4847.0,4042,2479.0,1275.0,443.0,87,67.0,29543.0,19006.0
624,,여수시,합계,288988.0,19807.0,15127.0,16859,19651.0,15753.0,11548.0,9453,5627.0,2956.0,970.0,225,100.0,71444.0,46632.0
625,,,남자,146565.0,10923.0,8406.0,9044,10284.0,7864.0,5236.0,3831,1879.0,702.0,161.0,33,14.0,38657.0,19720.0
626,,,여자,142423.0,8884.0,6721.0,7815,9367.0,7889.0,6312.0,5622,3748.0,2254.0,809.0,192,86.0,32787.0,26912.0
627,,순천시,합계,278548.0,21633.0,14768.0,15973,18854.0,11721.0,8839.0,8149,5435.0,2665.0,895.0,211,46.0,71228.0,37961.0
628,,,남자,138959.0,11720.0,7894.0,8158,9355.0,5766.0,3904.0,3205,1769.0,712.0,183.0,24,7.0,37127.0,15570.0
629,,,여자,139589.0,9913.0,6874.0,7815,9499.0,5955.0,4935.0,4944,3666.0,1953.0,712.0,187,39.0,34101.0,22391.0
630,,나주시,합계,104376.0,5684.0,5360.0,6488,7437.0,6047.0,5810.0,5599,3529.0,1760.0,538.0,148,58.0,24969.0,23489.0
631,,,남자,52528.0,2948.0,2774.0,3368,4003.0,2959.0,2436.0,2046,1123.0,430.0,132.0,33,8.0,13093.0,9167.0
632,,,여자,51848.0,2736.0,2586.0,3120,3434.0,3088.0,3374.0,3553,2406.0,1330.0,406.0,115,50.0,11876.0,14322.0
633,,광양시,합계,155580.0,12024.0,8519.0,9988,11446.0,5361.0,3657.0,3645,2525.0,1293.0,429.0,86,30.0,41977.0,17026.0
634,,,남자,80012.0,6740.0,4782.0,5223,5925.0,2748.0,1570.0,1387,816.0,304.0,70.0,15,4.0,22670.0,6914.0
635,,,여자,75568.0,5284.0,3737.0,4765,5521.0,2613.0,2087.0,2258,1709.0,989.0,359.0,71,26.0,19307.0,10112.0
636,,담양군,합계,47229.0,2608.0,2220.0,2173,2209.0,3397.0,3126.0,3257,2057.0,1003.0,362.0,105,22.0,9210.0,13329.0
637,,,남자,23723.0,1434.0,1146.0,1121,1216.0,1663.0,1335.0,1275,670.0,290.0,78.0,18,4.0,4917.0,5333.0
638,,,여자,23506.0,1174.0,1074.0,1052,993.0,1734.0,1791.0,1982,1387.0,713.0,284.0,87,18.0,4293.0,7996.0
639,,곡성군,합계,30400.0,1659.0,1108.0,1056,1258.0,2215.0,2191.0,2493,1816.0,829.0,296.0,59,13.0,5081.0,9912.0
640,,,남자,14786.0,890.0,607.0,578,685.0,1055.0,900.0,926,590.0,207.0,64.0,8,1.0,2760.0,3751.0
641,,,여자,15614.0,769.0,501.0,478,573.0,1160.0,1291.0,1567,1226.0,622.0,232.0,51,12.0,2321.0,6161.0
642,,구례군,합계,27412.0,1434.0,939.0,1035,1294.0,1951.0,2014.0,2128,1297.0,626.0,185.0,34,15.0,4702.0,8250.0
643,,,남자,13342.0,773.0,501.0,562,709.0,912.0,816.0,793,445.0,166.0,40.0,7,3.0,2545.0,3182.0
644,,,여자,14070.0,661.0,438.0,473,585.0,1039.0,1198.0,1335,852.0,460.0,145.0,27,12.0,2157.0,5068.0
645,,고흥군,합계,67656.0,2952.0,2028.0,2060,2542.0,6255.0,5705.0,6083,4284.0,2110.0,720.0,174,33.0,9582.0,25364.0
646,,,남자,32556.0,1605.0,1087.0,1112,1391.0,2996.0,2462.0,2273,1418.0,601.0,140.0,21,3.0,5195.0,9914.0
647,,,여자,35100.0,1347.0,941.0,948,1151.0,3259.0,3243.0,3810,2866.0,1509.0,580.0,153,30.0,4387.0,15450.0
648,,보성군,합계,44469.0,2079.0,1500.0,1688,1923.0,3576.0,3369.0,3875,2606.0,1297.0,403.0,95,48.0,7190.0,15269.0
649,,,남자,21503.0,1186.0,788.0,880,1063.0,1692.0,1379.0,1442,847.0,356.0,91.0,24,6.0,3917.0,5837.0
650,,,여자,22966.0,893.0,712.0,808,860.0,1884.0,1990.0,2433,1759.0,941.0,312.0,71,42.0,3273.0,9432.0
651,,화순군,합계,65303.0,4046.0,2800.0,2712,3486.0,3784.0,3756.0,3914,2459.0,1143.0,357.0,78,25.0,13044.0,15516.0
652,,,남자,32113.0,2089.0,1451.0,1428,1734.0,1795.0,1501.0,1405,753.0,339.0,85.0,13,3.0,6702.0,5894.0
653,,,여자,33190.0,1957.0,1349.0,1284,1752.0,1989.0,2255.0,2509,1706.0,804.0,272.0,65,22.0,6342.0,9622.0
654,,장흥군,합계,40669.0,2152.0,1506.0,1525,1811.0,2970.0,2784.0,3118,2217.0,1088.0,328.0,79,26.0,6994.0,12610.0
655,,,남자,19670.0,1184.0,802.0,815,1021.0,1399.0,1177.0,1177,700.0,279.0,69.0,14,1.0,3822.0,4816.0
656,,,여자,20999.0,968.0,704.0,710,790.0,1571.0,1607.0,1941,1517.0,809.0,259.0,65,25.0,3172.0,7794.0
657,,강진군,합계,37753.0,1902.0,1480.0,1547,1701.0,2793.0,2700.0,2961,1869.0,973.0,271.0,61,27.0,6630.0,11655.0
658,,,남자,18127.0,1041.0,783.0,771,873.0,1311.0,1136.0,1107,587.0,213.0,62.0,12,3.0,3468.0,4431.0
659,,,여자,19626.0,861.0,697.0,776,828.0,1482.0,1564.0,1854,1282.0,760.0,209.0,49,24.0,3162.0,7224.0
660,,해남군,합계,75121.0,3693.0,2750.0,3219,3684.0,5468.0,5257.0,5311,3256.0,1595.0,508.0,119,35.0,13346.0,21549.0
661,,,남자,36538.0,2023.0,1420.0,1571,1884.0,2647.0,2235.0,2039,992.0,365.0,100.0,16,2.0,6898.0,8396.0
662,,,여자,38583.0,1670.0,1330.0,1648,1800.0,2821.0,3022.0,3272,2264.0,1230.0,408.0,103,33.0,6448.0,13153.0
663,,영암군,합계,57045.0,3012.0,2266.0,3084,3566.0,3303.0,3309.0,3391,2210.0,974.0,288.0,66,33.0,11928.0,13574.0
664,,,남자,29253.0,1703.0,1216.0,1684,2107.0,1563.0,1389.0,1251,725.0,237.0,57.0,9,9.0,6710.0,5240.0
665,,,여자,27792.0,1309.0,1050.0,1400,1459.0,1740.0,1920.0,2140,1485.0,737.0,231.0,57,24.0,5218.0,8334.0
666,,무안군,합계,82109.0,4441.0,3257.0,4723,6131.0,4519.0,4060.0,3790,2270.0,1083.0,346.0,78,29.0,18552.0,16175.0
667,,,남자,41153.0,2386.0,1693.0,2448,3145.0,2210.0,1785.0,1412,699.0,244.0,61.0,9,3.0,9672.0,6423.0
668,,,여자,40956.0,2055.0,1564.0,2275,2986.0,2309.0,2275.0,2378,1571.0,839.0,285.0,69,26.0,8880.0,9752.0
669,,함평군,합계,34397.0,1714.0,1258.0,1275,1453.0,2566.0,2700.0,2988,1811.0,862.0,290.0,70,15.0,5700.0,11302.0
670,,,남자,17047.0,956.0,684.0,696,835.0,1202.0,1103.0,1095,557.0,228.0,58.0,11,1.0,3171.0,4255.0
671,,,여자,17350.0,758.0,574.0,579,618.0,1364.0,1597.0,1893,1254.0,634.0,232.0,59,14.0,2529.0,7047.0
672,,영광군,합계,55618.0,3096.0,2475.0,2503,3005.0,3837.0,3782.0,3629,2127.0,934.0,346.0,82,36.0,11079.0,14773.0
673,,,남자,27724.0,1665.0,1371.0,1330,1636.0,1812.0,1616.0,1362,718.0,248.0,51.0,12,2.0,6002.0,5821.0
674,,,여자,27894.0,1431.0,1104.0,1173,1369.0,2025.0,2166.0,2267,1409.0,686.0,295.0,70,34.0,5077.0,8952.0
675,,장성군,합계,46104.0,2303.0,2043.0,2134,2580.0,3113.0,2995.0,3156,2021.0,878.0,284.0,62,37.0,9060.0,12546.0
676,,,남자,23275.0,1241.0,1090.0,1099,1428.0,1476.0,1309.0,1215,678.0,224.0,69.0,9,4.0,4858.0,4984.0
677,,,여자,22829.0,1062.0,953.0,1035,1152.0,1637.0,1686.0,1941,1343.0,654.0,215.0,53,33.0,4202.0,7562.0
678,,완도군,합계,52668.0,2372.0,1870.0,2414,2829.0,4036.0,3891.0,3947,2289.0,1026.0,332.0,76,26.0,9485.0,15623.0
679,,,남자,26285.0,1366.0,1017.0,1320,1598.0,1946.0,1740.0,1542,740.0,244.0,53.0,9,2.0,5301.0,6276.0
680,,,여자,26383.0,1006.0,853.0,1094,1231.0,2090.0,2151.0,2405,1549.0,782.0,279.0,67,24.0,4184.0,9347.0
681,,진도군,합계,32078.0,1512.0,1156.0,1260,1510.0,2452.0,2513.0,2660,1495.0,714.0,209.0,50,12.0,5438.0,10105.0
682,,,남자,15701.0,840.0,635.0,694,834.0,1195.0,1039.0,965,418.0,172.0,43.0,4,1.0,3003.0,3837.0
683,,,여자,16377.0,672.0,521.0,566,676.0,1257.0,1474.0,1695,1077.0,542.0,166.0,46,11.0,2435.0,6268.0
684,,신안군,합계,42652.0,2032.0,1798.0,1773,1845.0,3413.0,3468.0,3550,2121.0,893.0,288.0,63,15.0,7448.0,13811.0
685,,,남자,22555.0,1150.0,1066.0,1104,1203.0,1785.0,1528.0,1322,621.0,215.0,67.0,4,5.0,4523.0,5547.0
686,,,여자,20097.0,882.0,732.0,669,642.0,1628.0,1940.0,2228,1500.0,678.0,221.0,59,10.0,2925.0,8264.0
688,,,남자,1356868.0,92745.0,78786.0,83161,95436.0,70772.0,50718.0,42799,25049.0,8685.0,2422.0,455,171.0,350128.0,201071.0
689,,,여자,1343530.0,74435.0,62337.0,74147,86849.0,74278.0,65351.0,66900,49234.0,24434.0,8491.0,2018,640.0,297768.0,291346.0
690,,포항시,합계,516775.0,33820.0,27676.0,31955,37425.0,24686.0,16916.0,13193,8047.0,3829.0,1253.0,284,88.0,130876.0,68296.0
691,,,남자,261105.0,19278.0,15528.0,16735,19072.0,12501.0,7835.0,5298,2569.0,847.0,236.0,49,23.0,70613.0,29358.0
692,,,여자,255670.0,14542.0,12148.0,15220,18353.0,12185.0,9081.0,7895,5478.0,2982.0,1017.0,235,65.0,60263.0,38938.0
693,,남구,합계,244748.0,15799.0,13571.0,15740,17930.0,11824.0,7900.0,5943,3534.0,1603.0,533.0,131,47.0,63040.0,31515.0
694,,,남자,125811.0,9038.0,7722.0,8505,9303.0,6072.0,3781.0,2400,1093.0,351.0,95.0,27,11.0,34568.0,13830.0
695,,,여자,118937.0,6761.0,5849.0,7235,8627.0,5752.0,4119.0,3543,2441.0,1252.0,438.0,104,36.0,28472.0,17685.0
696,,북구,합계,272027.0,18021.0,14105.0,16215,19495.0,12862.0,9016.0,7250,4513.0,2226.0,720.0,153,41.0,67836.0,36781.0
697,,,남자,135294.0,10240.0,7806.0,8230,9769.0,6429.0,4054.0,2898,1476.0,496.0,141.0,22,12.0,36045.0,15528.0
698,,,여자,136733.0,7781.0,6299.0,7985,9726.0,6433.0,4962.0,4352,3037.0,1730.0,579.0,131,29.0,31791.0,21253.0
699,,경주시,합계,259452.0,16317.0,13113.0,13058,16286.0,14922.0,11760.0,10530,7172.0,3135.0,968.0,230,72.0,58774.0,48789.0
700,,,남자,129944.0,9243.0,7450.0,6925,8592.0,7122.0,5191.0,3993,2286.0,751.0,209.0,45,14.0,32210.0,19611.0
701,,,여자,129508.0,7074.0,5663.0,6133,7694.0,7800.0,6569.0,6537,4886.0,2384.0,759.0,185,58.0,26564.0,29178.0
702,,김천시,합계,142256.0,8698.0,7208.0,8017,9338.0,8011.0,6418.0,6532,4546.0,2152.0,623.0,161,45.0,33261.0,28488.0
703,,,남자,71201.0,4837.0,4006.0,4188,4976.0,3842.0,2739.0,2470,1569.0,613.0,144.0,23,9.0,18007.0,11409.0
704,,,여자,71055.0,3861.0,3202.0,3829,4362.0,4169.0,3679.0,4062,2977.0,1539.0,479.0,138,36.0,15254.0,17079.0
705,,안동시,합계,168798.0,10277.0,7911.0,8699,10721.0,9550.0,8434.0,7779,5319.0,2466.0,874.0,193,57.0,37608.0,34672.0
706,,,남자,83341.0,5668.0,4366.0,4399,5394.0,4683.0,3670.0,3145,1886.0,637.0,203.0,34,13.0,19827.0,14271.0
707,,,여자,85457.0,4609.0,3545.0,4300,5327.0,4867.0,4764.0,4634,3433.0,1829.0,671.0,159,44.0,17781.0,20401.0
708,,구미시,합계,419891.0,32307.0,29355.0,34574,38026.0,10455.0,7423.0,6404,4334.0,2038.0,689.0,171,40.0,134262.0,31554.0
709,,,남자,214600.0,17263.0,15811.0,18175,19681.0,5138.0,3144.0,2371,1383.0,508.0,147.0,29,6.0,70930.0,12726.0
710,,,여자,205291.0,15044.0,13544.0,16399,18345.0,5317.0,4279.0,4033,2951.0,1530.0,542.0,142,34.0,63332.0,18828.0
711,,영주시,합계,109247.0,6147.0,4404.0,4781,6134.0,6926.0,5811.0,5646,3669.0,1720.0,587.0,168,50.0,21466.0,24577.0
712,,,남자,54245.0,3564.0,2543.0,2545,3184.0,3389.0,2550.0,2316,1297.0,472.0,138.0,30,9.0,11836.0,10201.0
713,,,여자,55002.0,2583.0,1861.0,2236,2950.0,3537.0,3261.0,3330,2372.0,1248.0,449.0,138,41.0,9630.0,14376.0
714,,영천시,합계,100521.0,5382.0,4630.0,4868,5421.0,7301.0,5988.0,5721,3925.0,1571.0,430.0,90,37.0,20301.0,25063.0
715,,,남자,50644.0,3048.0,2668.0,2688,2917.0,3602.0,2581.0,2231,1343.0,447.0,113.0,18,11.0,11321.0,10346.0
716,,,여자,49877.0,2334.0,1962.0,2180,2504.0,3699.0,3407.0,3490,2582.0,1124.0,317.0,72,26.0,8980.0,14717.0
717,,상주시,합계,101799.0,5125.0,4059.0,4181,4829.0,7215.0,6123.0,6651,4653.0,2121.0,803.0,157,46.0,18194.0,27769.0
718,,,남자,49824.0,2910.0,2298.0,2259,2569.0,3490.0,2556.0,2478,1561.0,574.0,179.0,31,7.0,10036.0,10876.0
719,,,여자,51975.0,2215.0,1761.0,1922,2260.0,3725.0,3567.0,4173,3092.0,1547.0,624.0,126,39.0,8158.0,16893.0
720,,문경시,합계,74702.0,3922.0,2808.0,3327,3950.0,5235.0,4530.0,4553,2979.0,1338.0,492.0,106,52.0,14007.0,19285.0
721,,,남자,36537.0,2171.0,1560.0,1733,2076.0,2475.0,1930.0,1763,995.0,356.0,109.0,14,14.0,7540.0,7656.0
722,,,여자,38165.0,1751.0,1248.0,1594,1874.0,2760.0,2600.0,2790,1984.0,982.0,383.0,92,38.0,6467.0,11629.0
723,,경산시,합계,258037.0,18388.0,16214.0,17423,19874.0,12189.0,8906.0,7641,4871.0,1990.0,602.0,120,56.0,71899.0,36375.0
724,,,남자,130060.0,10006.0,9151.0,9132,10312.0,5689.0,3992.0,3042,1690.0,543.0,126.0,24,9.0,38601.0,15115.0
725,,,여자,127977.0,8382.0,7063.0,8291,9562.0,6500.0,4914.0,4599,3181.0,1447.0,476.0,96,47.0,33298.0,21260.0
726,,군위군,합계,24171.0,1017.0,834.0,811,916.0,2204.0,1976.0,2114,1548.0,603.0,175.0,38,12.0,3578.0,8670.0
727,,,남자,12156.0,561.0,496.0,432,523.0,1102.0,881.0,844,562.0,165.0,41.0,10,1.0,2012.0,3606.0
728,,,여자,12015.0,456.0,338.0,379,393.0,1102.0,1095.0,1270,986.0,438.0,134.0,28,11.0,1566.0,5064.0
729,,의성군,합계,54014.0,2078.0,1831.0,1785,2022.0,4871.0,4519.0,4868,3526.0,1495.0,486.0,104,27.0,7716.0,19896.0
730,,,남자,26334.0,1168.0,1061.0,988,1173.0,2310.0,1960.0,1931,1240.0,420.0,117.0,21,5.0,4390.0,8004.0
731,,,여자,27680.0,910.0,770.0,797,849.0,2561.0,2559.0,2937,2286.0,1075.0,369.0,83,22.0,3326.0,11892.0
732,,청송군,합계,26301.0,1162.0,947.0,1013,1042.0,2249.0,2072.0,2054,1368.0,604.0,184.0,57,12.0,4164.0,8600.0
733,,,남자,13008.0,676.0,570.0,574,588.0,1119.0,883.0,819,525.0,193.0,41.0,11,4.0,2408.0,3595.0
734,,,여자,13293.0,486.0,377.0,439,454.0,1130.0,1189.0,1235,843.0,411.0,143.0,46,8.0,1756.0,5005.0
735,,영양군,합계,17713.0,747.0,589.0,580,738.0,1385.0,1445.0,1484,927.0,441.0,142.0,34,20.0,2654.0,5878.0
736,,,남자,8724.0,415.0,338.0,297,412.0,673.0,617.0,596,297.0,124.0,42.0,9,4.0,1462.0,2362.0
737,,,여자,8989.0,332.0,251.0,283,326.0,712.0,828.0,888,630.0,317.0,100.0,25,16.0,1192.0,3516.0
738,,영덕군,합계,39052.0,1722.0,1267.0,1424,1701.0,3204.0,3128.0,3171,2040.0,953.0,313.0,68,20.0,6114.0,12897.0
739,,,남자,18607.0,966.0,732.0,746,912.0,1487.0,1233.0,1163,672.0,227.0,71.0,17,6.0,3356.0,4876.0
740,,,여자,20445.0,756.0,535.0,678,789.0,1717.0,1895.0,2008,1368.0,726.0,242.0,51,14.0,2758.0,8021.0
741,,청도군,합계,43564.0,1864.0,1537.0,1593,1866.0,3990.0,3052.0,3250,2498.0,1032.0,357.0,73,22.0,6860.0,14274.0
742,,,남자,21278.0,1065.0,897.0,858,1003.0,1960.0,1358.0,1246,772.0,267.0,84.0,13,1.0,3823.0,5701.0
743,,,여자,22286.0,799.0,640.0,735,863.0,2030.0,1694.0,2004,1726.0,765.0,273.0,60,21.0,3037.0,8573.0
744,,고령군,합계,34257.0,1647.0,1348.0,1458,1788.0,2418.0,1988.0,2116,1486.0,648.0,179.0,43,11.0,6241.0,8889.0
745,,,남자,17485.0,935.0,776.0,777,964.0,1183.0,855.0,803,511.0,181.0,43.0,19,3.0,3452.0,3598.0
746,,,여자,16772.0,712.0,572.0,681,824.0,1235.0,1133.0,1313,975.0,467.0,136.0,24,8.0,2789.0,5291.0
747,,성주군,합계,45205.0,2305.0,1970.0,1999,2071.0,3697.0,2701.0,2700,2036.0,881.0,305.0,57,21.0,8345.0,12398.0
748,,,남자,23166.0,1353.0,1117.0,1049,1166.0,1842.0,1229.0,1113,641.0,251.0,64.0,13,4.0,4685.0,5157.0
749,,,여자,22039.0,952.0,853.0,950,905.0,1855.0,1472.0,1587,1395.0,630.0,241.0,44,17.0,3660.0,7241.0
750,,칠곡군,합계,123199.0,7768.0,7988.0,9801,10893.0,4449.0,3679.0,3555,2348.0,976.0,358.0,71,43.0,36450.0,15479.0
751,,,남자,64002.0,3888.0,4309.0,5450,5972.0,2195.0,1550.0,1325,819.0,294.0,80.0,12,9.0,19619.0,6284.0
752,,,여자,59197.0,3880.0,3679.0,4351,4921.0,2254.0,2129.0,2230,1529.0,682.0,278.0,59,34.0,16831.0,9195.0
753,,예천군,합계,46166.0,1960.0,1625.0,1879,2236.0,3684.0,3291.0,3711,2729.0,1119.0,391.0,93,25.0,7700.0,15043.0
754,,,남자,22663.0,1112.0,902.0,985,1207.0,1796.0,1427.0,1507,983.0,288.0,96.0,11,3.0,4206.0,6111.0
755,,,여자,23503.0,848.0,723.0,894,1029.0,1888.0,1864.0,2204,1746.0,831.0,295.0,82,22.0,3494.0,8932.0
756,,봉화군,합계,33539.0,1362.0,1082.0,1245,1433.0,2684.0,2373.0,2597,1845.0,821.0,284.0,67,35.0,5122.0,10706.0
757,,,남자,16667.0,774.0,600.0,659,818.0,1329.0,1021.0,1048,667.0,254.0,63.0,8,10.0,2851.0,4400.0
758,,,여자,16872.0,588.0,482.0,586,615.0,1355.0,1352.0,1549,1178.0,567.0,221.0,59,25.0,2271.0,6306.0
759,,울진군,합계,51738.0,2633.0,2212.0,2329,3015.0,3050.0,2979.0,3004,2131.0,1053.0,369.0,67,12.0,10189.0,12665.0
760,,,남자,25847.0,1527.0,1296.0,1277,1591.0,1501.0,1257.0,1115,664.0,233.0,59.0,11,2.0,5691.0,4842.0
761,,,여자,25891.0,1106.0,916.0,1052,1424.0,1549.0,1722.0,1889,1467.0,820.0,310.0,56,10.0,4498.0,7823.0
762,,울릉군,합계,10001.0,532.0,515.0,508,560.0,675.0,557.0,425,286.0,133.0,49.0,21,8.0,2115.0,2154.0
763,,,남자,5430.0,317.0,311.0,290,334.0,344.0,259.0,182,117.0,40.0,17.0,3,4.0,1252.0,966.0
764,,,여자,4571.0,215.0,204.0,218,226.0,331.0,298.0,243,169.0,93.0,32.0,18,4.0,863.0,1188.0
766,,,남자,1699219.0,121582.0,97353.0,110068,132603.0,72692.0,50324.0,39052,21428.0,7522.0,1900.0,349,105.0,461606.0,193372.0
767,,,여자,1674652.0,97158.0,81275.0,100140,123436.0,77682.0,65016.0,63971,46480.0,23807.0,7894.0,1522,534.0,402009.0,286906.0
768,,창원시,합계,1063907.0,76573.0,65329.0,71441,82948.0,42786.0,28972.0,22636,13989.0,6325.0,1988.0,359,153.0,296291.0,117208.0
769,,,남자,540073.0,42428.0,35878.0,37958,42882.0,21127.0,13286.0,9004,4527.0,1499.0,383.0,58,31.0,159146.0,49915.0
770,,,여자,523834.0,34145.0,29451.0,33483,40066.0,21659.0,15686.0,13632,9462.0,4826.0,1605.0,301,122.0,137145.0,67293.0
771,,의창구,합계,252435.0,20445.0,16522.0,17084,18705.0,9188.0,5904.0,4674,3137.0,1390.0,445.0,77,31.0,72756.0,24846.0
